"id","word","comparison_word"
"57779","عنان تافتن","عنانتافتن"
"57780","عنان جنباندن","عنانجنباندن"
"57781","عنان دادن","عناندادن"
"57782","عنان ربودن","عنانربودن"
"57783","عنان رها کردن","عنانرهاکردن"
"57784","عنان زنان","عنانزنان"
"57785","عنان سبک کردن","عنانسبککردن"
"57786","عنان فرو گرفتن","عنانفروگرفتن"
"57794","عنانی کردن","عنانیکردن"
"57787","عنان کشیدن","عنانکشیدن"
"57788","عنان گران کردن","عنانگرانکردن"
"57790","عنان گردانیدن","عنانگردانیدن"
"57789","عنان گرد کردن","عنانگردکردن"
"57791","عنان گرفتن","عنانگرفتن"
"57792","عنان گشادن","عنانگشادن"
"57793","عنان گشاده","عنانگشاده"
"73936","عناوین","عناوین"
"57796","عنب","عنب"
"46280","عنبر","عنبر"
"73939","عنبری","عنبری"
"41292","عنبرآباد","عنبراباد"
"42215","عنبران","عنبران"
"57797","عنبربار","عنبربار"
"43187","عنبربو","عنبربو"
"57798","عنبرسوز","عنبرسوز"
"57799","عنبرینه","عنبرینه"
"57800","عنبیه","عنبیه"
"57801","عنت","عنت"
"73940","عنتر","عنتر"
"57802","عند","عند"
"57811","عنید","عنید"
"57803","عنداللزوم","عنداللزوم"
"57804","عندالمطالبه","عندالمطالبه"
"43188","عندلیب","عندلیب"
"73942","عنصر","عنصر"
"57805","عنصل","عنصل"
"46287","عینعلی","عینعلی"
"57806","عنعنه","عنعنه"
"73943","عنف","عنف"
"73947","عنیف","عنیف"
"73944","عنفوان","عنفوان"
"57807","عنق","عنق"
"43189","عنقا","عنقا"
"73930","عن قریب","عنقریب"
"73979","عینک","عینک"
"73980","عینکی","عینکی"
"73945","عنکبوت","عنکبوت"
"57809","عنن","عنن"
"57812","عنین","عنین"
"73981","عینهو","عینهو"
"73946","عنوان","عنوان"
"57810","عنود","عنود"
"73948","عهد","عهد"
"73949","عهدنامه","عهدنامه"
"73950","عهده","عهده"
"46281","عهدیه","عهدیه"
"57813","عهن","عهن"
"57814","عهود","عهود"
"57815","عوا","عوا"
"73959","عواید","عواید"
"57816","عوار","عوار"
"73951","عوارض","عوارض"
"73952","عوارضی","عوارضی"
"57817","عوارف","عوارف"
"57818","عواریه","عواریه"
"73953","عواصف","عواصف"
"57819","عواصم","عواصم"
"73954","عواطف","عواطف"
"57823","عوایق","عوایق"
"73955","عواقب","عواقب"
"57820","عواقد","عواقد"
"57821","عوالی","عوالی"
"73956","عوالم","عوالم"
"73957","عوام","عوام"
"73958","عوامل","عوامل"
"57822","عوان","عوان"
"73983","عیوب","عیوب"
"57824","عوج","عوج"
"73960","عود","عود"
"73961","عودت","عودت"
"57825","عودسوز","عودسوز"
"57826","عور","عور"
"57827","عورات","عورات"
"57828","عورتینه","عورتینه"
"57829","عوسج","عوسج"
"73962","عوض","عوض"
"73963","عوضی","عوضی"
"57841","عیوق","عیوق"
"57831","عویل","عویل"
"73984","عیون","عیون"
"57830","عون","عون"
"58203","غی","غی"
"74001","غایی","غایی"
"73998","غایات","غایات"
"74121","غیاب","غیاب"
"57842","غاب","غاب"
"73999","غایب","غایب"
"74122","غیاباً","غیابا"
"57904","غایب باز","غایبباز"
"57844","غابر","غابر"
"57843","غاب کردن","غابکردن"
"57845","غابه","غابه"
"57846","غاتی","غاتی"
"74000","غایت","غایت"
"43424","غاتفر","غاتفر"
"46569","غیاث","غیاث"
"46570","غیاث الدین","غیاثالدین"
"43425","غاثر","غاثر"
"57847","غادر","غادر"
"57848","غادیه","غادیه"
"57849","غاذی","غاذی"
"58205","غیار","غیار"
"73985","غار","غار"
"57905","غایر","غایر"
"57850","غارب","غارب"
"73986","غارت","غارت"
"73987","غارتگر","غارتگر"
"57851","غارج","غارج"
"57852","غارس","غارس"
"73988","غارغارک","غارغارک"
"57906","غایره","غایره"
"73989","غاز","غاز"
"43427","غازی","غازی"
"43426","غازان","غازان"
"57854","غازبیکی","غازبیکی"
"57855","غازبین","غازبین"
"57856","غازچران","غازچران"
"57863","غازی خیری","غازیخیری"
"57864","غازی عتیق","غازیعتیق"
"57857","غازغاز","غازغاز"
"57858","غازغان","غازغان"
"57853","غاز کردن","غازکردن"
"57859","غازل","غازل"
"57860","غازمه","غازمه"
"57861","غازه","غازه"
"57865","غاژ","غاژ"
"57868","غاژدن","غاژدن"
"57866","غاژ کردن","غاژکردن"
"57867","غاژ کرده","غاژکرده"
"57869","غاسق","غاسق"
"57870","غاش","غاش"
"57871","غاشیه","غاشیه"
"57872","غاشیه بر دوش","غاشیهبردوش"
"57873","غاشیه دار","غاشیهدار"
"57874","غاشیه کش","غاشیهکش"
"57875","غاشیه کشیدن","غاشیهکشیدن"
"57876","غاص","غاص"
"73990","غاصب","غاصب"
"73991","غاصبانه","غاصبانه"
"57907","غایط","غایط"
"57908","غایط کردن","غایطکردن"
"57877","غاغمیشی","غاغمیشی"
"57878","غافر","غافر"
"73992","غافل","غافل"
"73993","غافلگیر","غافلگیر"
"57879","غاک","غاک"
"57880","غال","غال"
"57883","غالی","غالی"
"43428","غالب","غالب"
"73996","غالباً","غالبا"
"73995","غالب آمدن","غالبامدن"
"57881","غالب کردن","غالبکردن"
"57884","غالیدن","غالیدن"
"57909","غایله","غایله"
"57885","غالیه","غالیه"
"57886","غالیه اندایه","غالیهاندایه"
"57887","غالیه اندوده","غالیهاندوده"
"57888","غالیه بار","غالیهبار"
"57889","غالیه سا","غالیهسا"
"57890","غالیه ساز","غالیهساز"
"57891","غالیه سودن","غالیهسودن"
"57882","غالوک","غالوک"
"64478","یغام","یغام"
"57893","غامی","غامی"
"57892","غامر","غامر"
"57894","غامیش گذاشتن","غامیشگذاشتن"
"73997","غامض","غامض"
"57895","غان","غان"
"57898","غانی","غانی"
"57896","غانم","غانم"
"57897","غانماً","غانما"
"43429","غانیه","غانیه"
"57900","غاو","غاو"
"57903","غاوی","غاوی"
"57901","غاوش","غاوش"
"57902","غاوشنگ","غاوشنگ"
"57910","غب","غب"
"57921","غبی","غبی"
"74123","غیب","غیب"
"43430","غباد","غباد"
"74002","غبار","غبار"
"74004","غباری","غباری"
"57912","غبار برآمدن","غباربرامدن"
"74003","غبارروبی","غبارروبی"
"57913","غباری گرفتن","غباریگرفتن"
"57914","غباز","غباز"
"57915","غباوت","غباوت"
"57916","غبب","غبب"
"74127","غیبت","غیبت"
"57917","غبرا","غبرا"
"74124","غیب زدن","غیبزدن"
"74125","غیب شدن","غیبشدن"
"74005","غبطه","غبطه"
"74006","غبغب","غبغب"
"74126","غیب گویی","غیبگویی"
"57918","غبن","غبن"
"57922","غبین","غبین"
"57919","غبنا","غبنا"
"58206","غیبه","غیبه"
"58207","غیبوبت","غیبوبت"
"57920","غبوق","غبوق"
"57923","غپک","غپک"
"57925","غث","غث"
"74128","غیث","غیث"
"57926","غثیان","غثیان"
"57927","غجر","غجر"
"57928","غجرچی","غجرچی"
"58208","غیچ شدن","غیچشدن"
"57929","غد","غد"
"57930","غدا","غدا"
"57931","غدات","غدات"
"57932","غدار","غدار"
"57934","غداری","غداری"
"57935","غدایر","غدایر"
"57933","غداره","غداره"
"74007","غدد","غدد"
"57936","غدر","غدر"
"46558","غدیر","غدیر"
"57937","غدرک","غدرک"
"43431","غدیره","غدیره"
"57938","غدره","غدره"
"57939","غدنگ","غدنگ"
"74008","غده","غده"
"57940","غدو","غدو"
"74010","غذا","غذا"
"74011","غذاخوری","غذاخوری"
"74012","غر","غر"
"58006","غری","غری"
"74129","غیر","غیر"
"58212","غیری","غیری"
"57943","غرا","غرا"
"57944","غراب","غراب"
"57947","غرابی","غرابی"
"74017","غرایب","غرایب"
"57945","غراب البین","غرابالبین"
"74014","غرابت","غرابت"
"57946","غرابت داشتن","غرابتداشتن"
"57948","غرابیل","غرابیل"
"57949","غراچه","غراچه"
"57950","غرار","غرار"
"57951","غرارت","غرارت"
"57952","غراره","غراره"
"74018","غرایز","غرایز"
"57953","غراش","غراش"
"57954","غراشیدن","غراشیدن"
"57955","غراشیده","غراشیده"
"57956","غرام","غرام"
"74015","غرامات","غرامات"
"74016","غرامت","غرامت"
"57957","غرامت کشیدن","غرامتکشیدن"
"57958","غران","غران"
"57942","غر انداختن","غرانداختن"
"57959","غراورنگ","غراورنگ"
"74019","غرب","غرب"
"74023","غربی","غربی"
"74036","غریب","غریب"
"57960","غربا","غربا"
"74020","غربال","غربال"
"58007","غریب آمدن","غریبامدن"
"57961","غربان","غربان"
"57964","غربیب","غربیب"
"74021","غربت","غربت"
"57962","غربتی","غربتی"
"57963","غربچه","غربچه"
"58008","غریب زاده","غریبزاده"
"74022","غربزدگی","غربزدگی"
"58009","غریب شمار","غریبشمار"
"58011","غریبی کردن","غریبیکردن"
"58010","غریب گز","غریبگز"
"74024","غربیل","غربیل"
"57965","غربیله","غربیله"
"74037","غریبه","غریبه"
"74130","غیرت","غیرت"
"74131","غیرتی","غیرتی"
"57967","غرتی","غرتی"
"58209","غیرت آوردن","غیرتاوردن"
"57966","غرتشن","غرتشن"
"58210","غیرت نمودن","غیرتنمودن"
"57971","غرچی","غرچی"
"57968","غرچک","غرچک"
"57969","غرچگی","غرچگی"
"57970","غرچه","غرچه"
"57972","غرد","غرد"
"57973","غردل","غردل"
"58012","غریدن","غریدن"
"57974","غرده","غرده"
"57975","غرر","غرر"
"58013","غریر","غریر"
"74039","غریزی","غریزی"
"58211","غیرزاد","غیرزاد"
"74013","غر زدن","غرزدن"
"57976","غرزن","غرزن"
"74038","غریزه","غریزه"
"58014","غریژنگ","غریژنگ"
"57977","غرس","غرس"
"74025","غرش","غرش"
"57978","غرشمار","غرشمار"
"57979","غرشمال","غرشمال"
"74026","غرض","غرض"
"57980","غرض داشتن","غرضداشتن"
"57981","غرض ورزی","غرضورزی"
"74027","غرغر","غرغر"
"57982","غرغره","غرغره"
"57983","غرغرو","غرغرو"
"57984","غرغشه","غرغشه"
"57985","غرفج","غرفج"
"74028","غرفه","غرفه"
"74029","غرق","غرق"
"57987","غرقی","غرقی"
"74040","غریق","غریق"
"74030","غرقاب","غرقاب"
"57986","غرقه","غرقه"
"57988","غرگی","غرگی"
"57989","غرم","غرم"
"58015","غریم","غریم"
"57990","غرما کردن","غرماکردن"
"74132","غیرمترقبه","غیرمترقبه"
"57991","غرمج","غرمج"
"74133","غیرمنتظره","غیرمنتظره"
"57992","غرموت","غرموت"
"57995","غرنبیدن","غرنبیدن"
"57993","غرنبش","غرنبش"
"57994","غرنبه","غرنبه"
"57996","غرند","غرند"
"57997","غرنگ","غرنگ"
"57998","غرنگیدن","غرنگیدن"
"57999","غرنوق","غرنوق"
"74031","غره","غره"
"58000","غره کردن","غرهکردن"
"58001","غرو","غرو"
"74041","غریو","غریو"
"58002","غرواش","غرواش"
"74032","غروب","غروب"
"58016","غریویدن","غریویدن"
"74033","غرور","غرور"
"58003","غرور خریدن","غرورخریدن"
"58004","غرور خوردن","غرورخوردن"
"58005","غرور دادن","غروردادن"
"74034","غرولند","غرولند"
"74035","غرولند زدن","غرولندزدن"
"74042","غزا","غزا"
"74043","غزاء","غزا"
"58017","غزات","غزات"
"58018","غزارت","غزارت"
"46559","غزال","غزال"
"46560","غزاله","غزاله"
"58021","غزیر","غزیر"
"58019","غزغن","غزغن"
"46561","غزل","غزل"
"74049","غزلیات","غزلیات"
"74047","غزل پرداز","غزلپرداز"
"74048","غزل سرا","غزلسرا"
"58020","غزل طراز","غزلطراز"
"46562","غزل ناز","غزلناز"
"74050","غزه","غزه"
"74051","غزو","غزو"
"74052","غزوات","غزوات"
"74053","غزوه","غزوه"
"58022","غژ","غژ"
"58213","غیژ","غیژ"
"58214","غیژان","غیژان"
"58215","غیژاندن","غیژاندن"
"58023","غژب","غژب"
"58217","غیژیدن","غیژیدن"
"58028","غژیدن","غژیدن"
"58024","غژغژان","غژغژان"
"58025","غژک","غژک"
"58026","غژم","غژم"
"58216","غیژنده","غیژنده"
"58027","غژنده","غژنده"
"58029","غسات","غسات"
"58030","غساق","غساق"
"58031","غساک","غساک"
"58032","غسق","غسق"
"58033","غسک","غسک"
"74054","غسل","غسل"
"58037","غسیل","غسیل"
"58034","غسل خانه","غسلخانه"
"58035","غسلین","غسلین"
"58036","غسول","غسول"
"74055","غش","غش"
"74059","غشی","غشی"
"74057","غشاء","غشا"
"58038","غشاوه","غشاوه"
"74058","غشغرغ","غشغرغ"
"74056","غش کردن","غشکردن"
"58039","غشم","غشم"
"58040","غشمشم","غشمشم"
"58041","غشه رشه","غشهرشه"
"74060","غصب","غصب"
"58042","غصن","غصن"
"74061","غصه","غصه"
"58043","غصون","غصون"
"58044","غض","غض"
"58218","غیض","غیض"
"58045","غضاره","غضاره"
"58046","غضاضت","غضاضت"
"74062","غضب","غضب"
"58047","غضبان","غضبان"
"74063","غضروف","غضروف"
"58048","غضن","غضن"
"46563","غضنفر","غضنفر"
"58049","غضوب","غضوب"
"58050","غطاء","غطا"
"58051","غطاس","غطاس"
"58052","غطریف","غطریف"
"58053","غطیط","غطیط"
"74134","غیظ","غیظ"
"58219","غیغاج","غیغاج"
"46564","غفار","غفار"
"58054","غفج","غفج"
"58056","غفجی","غفجی"
"58055","غفج کردن","غفجکردن"
"74066","غفر","غفر"
"58058","غفیر","غفیر"
"74067","غفران","غفران"
"74068","غفلت","غفلت"
"74069","غفلتاً","غفلتا"
"58059","غفیله","غفیله"
"58057","غفه","غفه"
"46565","غفور","غفور"
"58060","غک","غک"
"58061","غکه","غکه"
"74071","غل","غل"
"58106","غلی","غلی"
"58063","غلاء","غلا"
"58064","غلاب","غلاب"
"74075","غلات","غلات"
"58065","غلاظ","غلاظ"
"74076","غلاف","غلاف"
"58066","غلاله","غلاله"
"46566","غلام","غلام"
"46573","غلامرضا","غلامرضا"
"46571","غلامعلی","غلامعلی"
"58107","غلیان","غلیان"
"64479","یغلاوی","یغلاوی"
"58069","غلب","غلب"
"58070","غلباء","غلبا"
"58071","غلبیر","غلبیر"
"58072","غلبیربند","غلبیربند"
"74078","غلبه","غلبه"
"74079","غلبه کن","غلبهکن"
"58073","غلپ","غلپ"
"58074","غلت","غلت"
"58075","غلتاق","غلتاق"
"74080","غلتان","غلتان"
"74081","غلتانیدن","غلتانیدن"
"74083","غلتیدن","غلتیدن"
"74082","غلتک","غلتک"
"58076","غلته","غلته"
"58077","غلج","غلج"
"58108","غلیج","غلیج"
"58078","غلچ","غلچ"
"58079","غلچگی","غلچگی"
"58080","غلچه","غلچه"
"74072","غل خوردن","غلخوردن"
"74073","غل دادن","غلدادن"
"58109","غلیز","غلیز"
"74074","غل زدن","غلزدن"
"58110","غلیژن","غلیژن"
"58081","غلس","غلس"
"74084","غلط","غلط"
"74085","غلط افتادن","غلطافتادن"
"74086","غلط انداز","غلطانداز"
"58082","غلط غلوط","غلطغلوط"
"74087","غلط گیری","غلطگیری"
"74088","غلط نامه","غلطنامه"
"74089","غلظ","غلظ"
"74092","غلیظ","غلیظ"
"74090","غلظت","غلظت"
"64480","یغلغ","یغلغ"
"58111","غلیغر","غلیغر"
"58083","غلغل","غلغل"
"58084","غلغلاج","غلغلاج"
"58085","غلغلک","غلغلک"
"58086","غلغلکی","غلغلکی"
"58087","غلغله","غلغله"
"58088","غلغونه","غلغونه"
"58112","غلیفی","غلیفی"
"58089","غلفتی","غلفتی"
"58090","غلفتی زدن","غلفتیزدن"
"58091","غلفچ","غلفچ"
"58092","غلق","غلق"
"58093","غلک","غلک"
"58062","غل کردن","غلکردن"
"58113","غلیل","غلیل"
"58094","غلمان","غلمان"
"58095","غلمبه","غلمبه"
"58096","غلمه","غلمه"
"58097","غلندوش","غلندوش"
"58221","غیله","غیله"
"58098","غله","غله"
"58099","غله باز دادن","غلهبازدادن"
"58100","غله بوم","غلهبوم"
"58101","غله دان","غلهدان"
"58102","غله کردن","غلهکردن"
"74091","غلو","غلو"
"58103","غلواء","غلوا"
"58114","غلیواج","غلیواج"
"58104","غلوق","غلوق"
"58105","غلول","غلول"
"74093","غم","غم"
"58222","غیم","غیم"
"47898","یغما","یغما"
"79790","یغمایی","یغمایی"
"58122","غمار","غمار"
"58123","غماز","غماز"
"58126","غمازی","غمازی"
"58124","غمازک","غمازک"
"58125","غمازه","غمازه"
"79789","یغماگر","یغماگر"
"58127","غمام","غمام"
"45268","یغماناز","یغماناز"
"74094","غم انگیز","غمانگیز"
"58115","غم آهنج","غماهنج"
"74097","غمخوار","غمخوار"
"58116","غم خورک","غمخورک"
"58128","غمد","غمد"
"58117","غم درکنک","غمدرکنک"
"58129","غمر","غمر"
"58131","غمری","غمری"
"58130","غمره","غمره"
"58132","غمز","غمز"
"74095","غم زده","غمزده"
"58133","غمزکاره","غمزکاره"
"46567","غمزه","غمزه"
"58135","غمس","غمس"
"58136","غمض","غمض"
"58118","غم فزا","غمفزا"
"58137","غمکاه","غمکاه"
"74096","غم کده","غمکده"
"58119","غم گسار","غمگسار"
"58120","غم گساری","غمگساری"
"58138","غمگن","غمگن"
"74098","غمگین","غمگین"
"58144","غمین","غمین"
"74099","غمناک","غمناک"
"74100","غمنامه","غمنامه"
"58139","غمنده","غمنده"
"58121","غم نشان","غمنشان"
"58223","غیمه","غیمه"
"58140","غموس","غموس"
"58141","غموض","غموض"
"58142","غموضت","غموضت"
"58143","غموم","غموم"
"58145","غن","غن"
"74108","غنی","غنی"
"58224","غین","غین"
"74104","غنایی","غنایی"
"74102","غناگر","غناگر"
"74103","غنایم","غنایم"
"58146","غناوه","غناوه"
"58147","غنپز","غنپز"
"43432","غنج","غنج"
"58150","غنجار","غنجار"
"58151","غنجال","غنجال"
"58155","غنجیدن","غنجیدن"
"58149","غنج زدن","غنجزدن"
"58152","غنجموش","غنجموش"
"58153","غنجه","غنجه"
"40612","غنا","غنا"
"58154","غنجه غنجه","غنجهغنجه"
"58156","غنچة کبک دری","غنچهکبکدری"
"46572","غنچه","غنچه"
"58157","غنچه پیشانی","غنچهپیشانی"
"58158","غنچه خاطر","غنچهخاطر"
"58159","غنچه خسب","غنچهخسب"
"58160","غند","غند"
"58161","غندرود","غندرود"
"58162","غندش","غندش"
"58163","غندماش","غندماش"
"58164","غنده","غنده"
"58165","غنگ","غنگ"
"58166","غنم","غنم"
"58172","غنیم","غنیم"
"74109","غنیمت","غنیمت"
"58173","غنیمت شمردن","غنیمتشمردن"
"58174","غنینه","غنینه"
"58167","غنه","غنه"
"58175","غنیه","غنیه"
"58168","غنو","غنو"
"58170","غنویدن","غنویدن"
"74106","غنودن","غنودن"
"58171","غنویده","غنویده"
"74107","غنوده","غنوده"
"58169","غنوند","غنوند"
"58225","غیه","غیه"
"58226","غیهب","غیهب"
"58176","غو","غو"
"58202","غوی","غوی"
"58227","غیو","غیو"
"58180","غوایت","غوایت"
"58177","غواشی","غواشی"
"74110","غواص","غواص"
"58178","غوامض","غوامض"
"58179","غوانی","غوانی"
"74135","غیوب","غیوب"
"58181","غوت","غوت"
"58228","غیوث","غیوث"
"74111","غوث","غوث"
"58183","غوچی","غوچی"
"58182","غوچه","غوچه"
"64481","یغور","یغور"
"74136","غیور","غیور"
"74112","غور","غور"
"74137","غیورانه","غیورانه"
"58184","غورت انداختن","غورتانداختن"
"74113","غور کردن","غورکردن"
"58186","غورگی","غورگی"
"58185","غورگاه","غورگاه"
"58187","غورمگس","غورمگس"
"74114","غوره","غوره"
"58188","غوره توتیا","غورهتوتیا"
"74115","غوزه","غوزه"
"58189","غوش","غوش"
"58190","غوشا","غوشا"
"46418","فیاض","فیاض"
"58191","غوشاد","غوشاد"
"58192","غوشت","غوشت"
"58193","غوشنگ","غوشنگ"
"58194","غوشه","غوشه"
"58195","غوشه کردن","غوشهکردن"
"74116","غوص","غوص"
"74117","غوطه","غوطه"
"58196","غوطه خوردن","غوطهخوردن"
"46568","غوغا","غوغا"
"74119","غوغاسالاری","غوغاسالاری"
"58197","غوک","غوک"
"74120","غول","غول"
"58198","غولتاش","غولتاش"
"58199","غولدنگ","غولدنگ"
"58201","غولین","غولین"
"58200","غوله","غوله"
"58852","فی","فی"
"74138","فا","فا"
"58229","فا بردن","فابردن"
"74139","فابریک","فابریک"
"74140","فابریکی","فابریکی"
"74185","فایبرگلاس","فایبرگلاس"
"58290","فایت","فایت"
"46300","فاتح","فاتح"
"74142","فاتحانه","فاتحانه"
"58230","فاتحة الکتاب","فاتحهالکتاب"
"58231","فاتحت","فاتحت"
"74143","فاتحه","فاتحه"
"74144","فاتحه خواندن","فاتحهخواندن"
"58232","فاتر","فاتر"
"58233","فاتق","فاتق"
"43194","فاتک","فاتک"
"46301","فاتیما","فاتیما"
"43338","فاتن","فاتن"
"58236","فاتوریدن","فاتوریدن"
"58291","فایتون","فایتون"
"58237","فاجر","فاجر"
"58238","فاجره","فاجره"
"74145","فاجع","فاجع"
"74146","فاجعه","فاجعه"
"58239","فاجه","فاجه"
"58292","فایح","فایح"
"58240","فاحش","فاحش"
"43205","فایحه","فایحه"
"46302","فاخته","فاخته"
"58241","فاخته مهر","فاختهمهر"
"74148","فاخر","فاخر"
"58242","فاخواستن","فاخواستن"
"58243","فاخور","فاخور"
"43337","فادیا","فادیا"
"58244","فادج","فادج"
"58245","فادزهر","فادزهر"
"43206","فایدیم","فایدیم"
"74186","فایده","فایده"
"58246","فادوسیدن","فادوسیدن"
"58853","فیار","فیار"
"58247","فار","فار"
"43195","فارا","فارا"
"41301","فاریاب","فاریاب"
"58248","فاراد","فاراد"
"43196","فاران","فاران"
"58249","فارج","فارج"
"43197","فارد","فارد"
"58258","فاریدن","فاریدن"
"41708","فارس","فارس"
"74150","فارسی","فارسی"
"41328","فارسان","فارسان"
"58251","فارع","فارع"
"74151","فارغ","فارغ"
"58252","فارغ الاکناف","فارغالاکناف"
"58253","فارغ التحصیل","فارغالتحصیل"
"41645","فارغان","فارغان"
"74152","فارغبال","فارغبال"
"58254","فارغ شدن","فارغشدن"
"74153","فارق","فارق"
"58255","فارقه","فارقه"
"74154","فارماکولوژی","فارماکولوژی"
"43198","فارناس","فارناس"
"43199","فارناسس","فارناسس"
"43200","فارناک","فارناک"
"74155","فارنهایت","فارنهایت"
"43201","فارهه","فارهه"
"41352","فاروج","فاروج"
"46303","فاروق","فاروق"
"74156","فاز","فاز"
"43207","فایز","فایز"
"74157","فازمتر","فازمتر"
"46309","فایزه","فایزه"
"58259","فازه","فازه"
"58260","فاژ","فاژ"
"58261","فاژیدن","فاژیدن"
"58262","فاس","فاس"
"58263","فاسپردن","فاسپردن"
"58264","فاستاندن","فاستاندن"
"58265","فاستدن","فاستدن"
"74158","فاستونی","فاستونی"
"74159","فاسد","فاسد"
"43202","فاسیروس","فاسیروس"
"74160","فاش","فاش"
"74161","فاشیست","فاشیست"
"74162","فاشیسم","فاشیسم"
"58266","فاشورانیدن","فاشورانیدن"
"58267","فاشوریدن","فاشوریدن"
"58268","فاصد","فاصد"
"74163","فاصل","فاصل"
"74164","فاصله","فاصله"
"74165","فاصله گرفتن","فاصلهگرفتن"
"43208","فایض","فایض"
"58269","فاضح","فاضح"
"46304","فاضل","فاضل"
"74167","فاضلاب","فاضلاب"
"58270","فاضل آمدن","فاضلامدن"
"43209","فایضه","فایضه"
"46305","فاطر","فاطر"
"46307","فاطیما","فاطیما"
"46306","فاطمه","فاطمه"
"43203","فاطن","فاطن"
"64482","یفاع","یفاع"
"74169","فاعل","فاعل"
"58854","فیافی","فیافی"
"58272","فافا","فافا"
"74170","فاق","فاق"
"46430","فایق","فایق"
"58273","فاقت","فاقت"
"74171","فاقد","فاقد"
"58274","فاقعه","فاقعه"
"43210","فایقه","فایقه"
"58275","فاقه","فاقه"
"74172","فاکت","فاکت"
"74173","فاکتور","فاکتور"
"74174","فاکس","فاکس"
"58276","فاکه","فاکه"
"58277","فاکهه","فاکهه"
"58855","فیال","فیال"
"74175","فال","فال"
"58295","فایل","فایل"
"58278","فال انداز","فالانداز"
"58280","فالانژ","فالانژ"
"58281","فالج","فالج"
"74554","فی الجمله","فیالجمله"
"58279","فال فال","فالفال"
"58282","فالق","فالق"
"58283","فالکباز","فالکباز"
"74176","فالگیر","فالگیر"
"58284","فالگوش ایستادن","فالگوشایستادن"
"74177","فالنامه","فالنامه"
"74178","فام","فام"
"58285","فامخواه","فامخواه"
"58286","فامدار","فامدار"
"46308","فام گل","فامگل"
"74179","فامیل","فامیل"
"41916","فامنین","فامنین"
"74184","فانی","فانی"
"74180","فانتزی","فانتزی"
"58288","فانید","فانید"
"43204","فانیذ","فانیذ"
"58287","فانه","فانه"
"74181","فانوس","فانوس"
"74182","فانوس دریایی","فانوسدریایی"
"74183","فانوسقه","فانوسقه"
"58289","فاوا","فاوا"
"58856","فیاوار","فیاوار"
"43191","فائحه","فایحه"
"46297","فائز","فایز"
"46298","فائزه","فایزه"
"43192","فائض","فایض"
"43193","فائضه","فایضه"
"46299","فائقه","فایقه"
"74558","فیبر","فیبر"
"74559","فیبرین","فیبرین"
"74189","فبها","فبها"
"58296","فت","فت"
"58324","فتی","فتی"
"58857","فیت","فیت"
"74191","فتا","فتا"
"58297","فتات","فتات"
"46310","فتاح","فتاح"
"74193","فتادن","فتادن"
"74194","فتاده","فتاده"
"58299","فتاریدن","فتاریدن"
"58300","فتاریده","فتاریده"
"58298","فتارنده","فتارنده"
"58301","فتاک","فتاک"
"58302","فتال","فتال"
"58304","فتالیدن","فتالیدن"
"58305","فتالیده","فتالیده"
"58303","فتالنده","فتالنده"
"58327","فتیان","فتیان"
"58306","فتان","فتان"
"46311","فتانه","فتانه"
"58307","فتاوی","فتاوی"
"58328","فتیت","فتیت"
"74196","فتح","فتح"
"58308","فتح الباب","فتحالباب"
"46312","فتح الدین","فتحالدین"
"46313","فتح الله","فتحالله"
"42079","فتح المبین","فتحالمبین"
"46314","فتحعلی","فتحعلی"
"74197","فتحه","فتحه"
"58329","فتیدن","فتیدن"
"58330","فتیده","فتیده"
"58309","فتر","فتر"
"58310","فترات","فترات"
"58311","فتراک","فتراک"
"74198","فترت","فترت"
"58312","فتردن","فتردن"
"74199","فتق","فتق"
"58313","فتک","فتک"
"58314","فتل","فتل"
"58331","فتیل","فتیل"
"58315","فتلیدن","فتلیدن"
"74212","فتیله","فتیله"
"58332","فتیله کردن","فتیلهکردن"
"58316","فتن","فتن"
"58320","فته","فته"
"58321","فتو","فتو"
"74211","فتوی","فتوی"
"74201","فتوا","فتوا"
"46316","فتوت","فتوت"
"74203","فتوح","فتوح"
"74205","فتوحی","فتوحی"
"74204","فتوحات","فتوحات"
"58322","فتور","فتور"
"58323","فتور کردن","فتورکردن"
"74206","فتوره","فتوره"
"74207","فتوشاپ","فتوشاپ"
"74190","فت و فراوان","فتوفراوان"
"74208","فتوکپی","فتوکپی"
"74209","فتوکرومیک","فتوکرومیک"
"74210","فتون","فتون"
"58858","فیج","فیج"
"58340","فجی ء","فجی"
"58334","فجا","فجا"
"58336","فجأةً","فجاه"
"58335","فجار","فجار"
"74213","فجایع","فجایع"
"74214","فجر","فجر"
"40853","فجیره","فجیره"
"58337","فجره","فجره"
"74215","فجیع","فجیع"
"74216","فجیعانه","فجیعانه"
"58341","فجیعت","فجیعت"
"58342","فجیعه","فجیعه"
"58338","فجل","فجل"
"58339","فجور","فجور"
"58343","فچفچه","فچفچه"
"58859","فیحا","فیحا"
"58344","فحاوی","فحاوی"
"58345","فحص","فحص"
"58346","فحل","فحل"
"58347","فحم","فحم"
"58350","فحوی","فحوی"
"58348","فحول","فحول"
"58349","فحولیت","فحولیت"
"58351","فخ","فخ"
"74217","فخار","فخار"
"58352","فخامت","فخامت"
"58353","فخت","فخت"
"58354","فخذ","فخذ"
"74218","فخر","فخر"
"46324","فخری","فخری"
"43211","فخرایران","فخرایران"
"46317","فخرآفاق","فخرافاق"
"46318","فخرالدین","فخرالدین"
"46319","فخرالزمان","فخرالزمان"
